# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "4" "-p" "-t" "CDS" "-g" "ID" "-a" "analyse/03_annotation/prokka_output/E745.gff" "-o" "analyse/07_rnaseq_counts/gene_counts.txt" "analyse/06_rnaseq_mapping/ERR1797969.sorted.bam" "analyse/06_rnaseq_mapping/ERR1797970.sorted.bam" "analyse/06_rnaseq_mapping/ERR1797971.sorted.bam" "analyse/06_rnaseq_mapping/ERR1797972.sorted.bam" "analyse/06_rnaseq_mapping/ERR1797973.sorted.bam" "analyse/06_rnaseq_mapping/ERR1797974.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	analyse/06_rnaseq_mapping/ERR1797969.sorted.bam	analyse/06_rnaseq_mapping/ERR1797970.sorted.bam	analyse/06_rnaseq_mapping/ERR1797971.sorted.bam	analyse/06_rnaseq_mapping/ERR1797972.sorted.bam	analyse/06_rnaseq_mapping/ERR1797973.sorted.bam	analyse/06_rnaseq_mapping/ERR1797974.sorted.bam
OMENCOFM_02763	CP014530.1	21243	21494	+	252	0	0	0	0	0	0
OMENCOFM_02764	CP014530.1	21510	21665	+	156	0	0	0	0	0	0
OMENCOFM_02765	CP014530.1	21675	21947	+	273	0	0	0	0	0	0
OMENCOFM_02766	CP014530.1	22392	22571	+	180	0	0	0	0	0	0
OMENCOFM_02767	CP014530.1	22630	22986	+	357	2	0	2	0	0	0
OMENCOFM_02768	CP014530.1	23028	23309	+	282	2	0	2	0	0	0
OMENCOFM_02769	CP014530.1	23955	24908	-	954	4	11	6	8	4	4
OMENCOFM_02770	CP014530.1	25029	25292	+	264	0	0	2	0	2	2
OMENCOFM_02771	CP014530.1	25276	25566	+	291	0	0	2	6	2	0
OMENCOFM_02772	CP014530.1	25664	26842	+	1179	1	6	12	4	6	12
OMENCOFM_02773	CP014530.1	27231	29177	+	1947	26	28	16	16	10	16
OMENCOFM_02774	CP014530.1	29180	29635	+	456	0	2	0	2	4	7
OMENCOFM_02775	CP014530.1	29649	30977	+	1329	8	2	2	14	26	12
OMENCOFM_02776	CP014530.1	31011	31295	+	285	2	2	0	3	1	2
OMENCOFM_02777	CP014530.1	31297	31812	+	516	4	4	0	5	2	9
OMENCOFM_02778	CP014530.1	31828	32490	+	663	10	12	14	8	18	14
OMENCOFM_02779	CP014530.1	32497	33069	+	573	14	10	8	6	20	6
OMENCOFM_02780	CP014530.1	33256	34776	-	1521	124	137	135	75	78	80
OMENCOFM_02781	CP014530.1	35019	35198	-	180	2	0	0	2	0	1
OMENCOFM_02782	CP014530.1	35188	35370	-	183	0	0	0	0	0	0
OMENCOFM_02783	CP014530.1	36324	36923	+	600	2	0	2	6	0	2
OMENCOFM_02784	CP014530.1	36987	37586	+	600	3	4	6	6	0	2
OMENCOFM_02785	CP014530.1	37616	38035	-	420	3	8	20	0	2	0
OMENCOFM_02786	CP014530.1	37983	38267	-	285	10	16	15	3	3	0
OMENCOFM_02787	CP014530.1	38602	39474	-	873	6	6	2	24	13	16
OMENCOFM_02788	CP014530.1	39667	40839	+	1173	13	8	18	8	9	29
OMENCOFM_02789	CP014530.1	41070	43016	-	1947	2	6	2	92	97	96
OMENCOFM_02790	CP014530.1	43201	44640	+	1440	10	28	8	174	174	146
OMENCOFM_02791	CP014530.1	44642	45604	+	963	4	13	4	53	68	58
OMENCOFM_02792	CP014530.1	45774	46577	-	804	8	11	10	6	4	5
OMENCOFM_02793	CP014530.1	46619	47200	-	582	1	7	0	1	4	3
OMENCOFM_02794	CP014530.1	47443	47898	+	456	0	0	0	2	0	0
OMENCOFM_02795	CP014530.1	47919	48152	+	234	0	2	0	0	0	0
OMENCOFM_02796	CP014530.1	48577	49896	-	1320	12	14	11	16	10	16
OMENCOFM_02797	CP014530.1	50168	50386	-	219	1	0	2	6	1	7
OMENCOFM_02798	CP014530.1	50628	51446	-	819	4	7	6	10	8	6
OMENCOFM_02799	CP014530.1	51607	52296	+	690	2	6	0	2	8	10
OMENCOFM_02800	CP014530.1	52310	53812	+	1503	6	6	2	12	14	15
OMENCOFM_02801	CP014530.1	53948	55198	-	1251	12	16	28	8	26	15
OMENCOFM_02802	CP014530.1	55608	56084	+	477	0	6	2	8	4	4
OMENCOFM_02803	CP014530.1	56582	57418	-	837	2	0	6	4	0	6
OMENCOFM_02804	CP014530.1	58861	59379	+	519	44	35	42	14	28	20
OMENCOFM_02805	CP014530.1	61455	62540	+	1086	20	20	4	22	19	29
OMENCOFM_02806	CP014530.1	62648	63601	-	954	8	8	8	12	11	12
OMENCOFM_02807	CP014530.1	63732	64982	-	1251	7	8	8	11	10	12
OMENCOFM_02808	CP014530.1	65001	65927	-	927	13	4	6	3	11	6
OMENCOFM_02809	CP014530.1	66006	67001	-	996	21	12	6	9	8	14
OMENCOFM_02810	CP014530.1	67017	68186	-	1170	38	45	43	40	26	22
OMENCOFM_02811	CP014530.1	68202	68936	-	735	7	6	12	11	4	11
OMENCOFM_02812	CP014530.1	69707	70543	-	837	8	3	4	4	4	1
OMENCOFM_02813	CP014530.1	71497	72924	+	1428	14	18	6	0	5	10
OMENCOFM_02814	CP014530.1	73132	73536	+	405	1	2	2	7	4	4
OMENCOFM_02815	CP014530.1	73553	74701	+	1149	11	12	27	7	6	15
OMENCOFM_02816	CP014530.1	74941	76326	-	1386	9	18	6	12	12	10
OMENCOFM_02817	CP014530.1	76339	77679	-	1341	0	0	0	2	4	0
OMENCOFM_02818	CP014530.1	77833	78687	+	855	3	2	2	3	2	4
OMENCOFM_02819	CP014530.1	78690	80882	+	2193	6	10	14	14	10	14
OMENCOFM_02820	CP014530.1	80884	81339	+	456	4	5	3	4	2	5
OMENCOFM_02821	CP014530.1	81650	82486	-	837	9	5	5	0	6	0
OMENCOFM_02822	CP014530.1	82522	82812	-	291	0	9	2	0	0	0
OMENCOFM_02823	CP014530.1	83070	83606	+	537	4	4	2	2	0	2
OMENCOFM_02824	CP014530.1	83603	84409	+	807	0	2	0	6	2	4
OMENCOFM_02825	CP014530.1	84800	85663	-	864	2	1	0	2	2	2
OMENCOFM_02826	CP014530.1	85715	86092	-	378	4	0	4	2	0	2
OMENCOFM_02827	CP014530.1	86245	87540	-	1296	4	0	0	5	14	0
OMENCOFM_02828	CP014530.1	87936	88340	+	405	2	1	0	7	10	12
OMENCOFM_02829	CP014530.1	88357	89505	+	1149	34	37	35	115	97	85
OMENCOFM_02830	CP014530.1	89779	90039	-	261	52	50	43	142	131	101
OMENCOFM_02831	CP014530.1	90195	91373	+	1179	8	8	6	3	9	4
OMENCOFM_02832	CP014530.1	91463	92782	-	1320	11	11	6	32	11	15
OMENCOFM_02833	CP014530.1	92779	93432	-	654	18	19	17	18	20	32
OMENCOFM_02834	CP014530.1	93720	94994	+	1275	2	8	0	8	4	15
OMENCOFM_02835	CP014530.1	95001	96614	+	1614	6	4	2	17	4	9
OMENCOFM_02836	CP014530.1	96974	97906	-	933	8	8	2	16	13	20
OMENCOFM_02837	CP014530.1	97946	99607	-	1662	2	4	6	10	7	7
OMENCOFM_02838	CP014530.1	99604	102585	-	2982	0	7	6	3	4	9
OMENCOFM_02839	CP014530.1	102713	104626	-	1914	6	3	7	2	8	10
OMENCOFM_02840	CP014530.1	104656	105267	-	612	0	0	2	0	0	0
OMENCOFM_02841	CP014530.1	105319	106791	-	1473	4	0	2	4	0	2
OMENCOFM_02842	CP014530.1	106815	107726	-	912	0	0	0	0	0	0
OMENCOFM_02843	CP014530.1	107738	108676	-	939	0	0	0	0	0	0
OMENCOFM_02844	CP014530.1	108905	110479	+	1575	16	16	8	4	2	4
OMENCOFM_02845	CP014530.1	110457	111185	+	729	4	1	0	2	3	4
OMENCOFM_02846	CP014530.1	111568	112842	-	1275	4	2	2	2	6	5
OMENCOFM_02847	CP014530.1	113065	114096	-	1032	6	2	4	2	2	0
OMENCOFM_02848	CP014530.1	114103	114933	-	831	0	3	2	2	1	0
OMENCOFM_02849	CP014530.1	114930	115745	-	816	4	0	0	4	4	0
OMENCOFM_02850	CP014530.1	115742	116566	-	825	8	6	2	2	0	2
OMENCOFM_02851	CP014530.1	116556	117656	-	1101	2	2	2	6	4	8
OMENCOFM_02852	CP014530.1	117834	118619	+	786	16	20	24	13	7	8
OMENCOFM_02853	CP014530.1	118748	119035	+	288	8	14	21	9	4	4
OMENCOFM_02854	CP014530.1	119211	119447	+	237	9	1	13	1	6	5
OMENCOFM_02855	CP014530.1	119525	120340	-	816	13	6	6	0	4	10
OMENCOFM_02856	CP014530.1	121148	121843	+	696	4	0	2	2	0	0
OMENCOFM_02857	CP014530.1	122279	122770	+	492	0	0	0	0	0	0
OMENCOFM_02858	CP014530.1	123053	124348	+	1296	0	6	6	7	8	2
OMENCOFM_02859	CP014530.1	124435	125982	-	1548	36	53	41	12	22	8
OMENCOFM_02860	CP014530.1	126426	126620	-	195	0	2	2	2	1	2
OMENCOFM_02861	CP014530.1	126699	126800	-	102	0	0	0	1	2	2
OMENCOFM_02862	CP014530.1	126930	128306	-	1377	32	28	25	58	74	48
OMENCOFM_02863	CP014530.1	128306	128962	-	657	2	6	6	4	5	4
OMENCOFM_02864	CP014530.1	128972	130249	-	1278	0	10	4	2	10	5
OMENCOFM_02865	CP014530.1	130499	130789	+	291	2	3	8	7	4	1
OMENCOFM_02866	CP014530.1	130825	131661	+	837	28	28	45	30	12	15
OMENCOFM_02867	CP014530.1	131768	132142	-	375	6	14	8	7	8	6
OMENCOFM_02868	CP014530.1	132298	132840	-	543	10	8	8	18	20	13
OMENCOFM_02869	CP014530.1	133115	133405	+	291	21	18	20	17	10	15
OMENCOFM_02870	CP014530.1	133441	134277	+	837	10	20	20	24	18	14
OMENCOFM_02871	CP014530.1	134278	134598	+	321	2	0	2	4	5	4
OMENCOFM_02872	CP014530.1	135233	136192	+	960	10	12	14	8	12	8
OMENCOFM_02873	CP014530.1	136179	136784	-	606	0	0	2	2	4	4
OMENCOFM_02874	CP014530.1	137024	138172	-	1149	14	6	13	5	6	5
OMENCOFM_02875	CP014530.1	138189	138593	-	405	5	10	2	7	8	6
OMENCOFM_02876	CP014530.1	138842	139396	-	555	8	4	8	12	12	8
OMENCOFM_02877	CP014530.1	139893	140801	+	909	0	2	0	3	6	6
OMENCOFM_02878	CP014530.1	141223	141828	-	606	22	14	14	12	16	18
OMENCOFM_02879	CP014530.1	142430	142729	-	300	0	0	0	0	0	2
OMENCOFM_02880	CP014530.1	142914	143867	+	954	4	6	3	8	7	4
OMENCOFM_02881	CP014530.1	143980	144630	-	651	8	4	6	2	2	2
OMENCOFM_02882	CP014530.1	144730	145239	-	510	6	2	7	0	0	0
OMENCOFM_02883	CP014530.1	145556	146119	-	564	49	50	51	10	2	2
OMENCOFM_02884	CP014530.1	146134	147177	-	1044	203	267	218	9	13	7
OMENCOFM_02885	CP014530.1	147325	147729	-	405	701	799	683	25	25	17
OMENCOFM_02886	CP014530.1	147929	148177	-	249	0	0	2	0	2	0
OMENCOFM_02887	CP014530.1	148297	149475	+	1179	0	7	8	4	4	0
OMENCOFM_02888	CP014530.1	149518	150129	-	612	0	3	0	4	8	6
OMENCOFM_02889	CP014530.1	150966	152144	-	1179	3	4	4	6	0	4
OMENCOFM_02890	CP014530.1	152523	152819	-	297	9	8	6	2	3	1
OMENCOFM_02891	CP014530.1	152780	153658	-	879	14	5	3	14	7	6
OMENCOFM_02892	CP014530.1	153655	154614	-	960	6	11	9	5	4	2
OMENCOFM_02893	CP014530.1	154705	155376	-	672	16	9	27	8	10	10
OMENCOFM_02894	CP014530.1	155458	156888	-	1431	2	8	6	2	2	10
OMENCOFM_02895	CP014530.1	157191	158486	+	1296	2	0	2	2	2	4
OMENCOFM_02896	CP014530.1	158703	159545	-	843	55	46	43	52	40	45
OMENCOFM_02897	CP014530.1	159582	161048	-	1467	51	52	60	43	53	45
OMENCOFM_02898	CP014530.1	161103	162947	-	1845	249	328	329	28	32	36
OMENCOFM_02899	CP014530.1	163337	164017	+	681	49	36	34	2	6	7
OMENCOFM_02900	CP014530.1	164578	165387	-	810	2	0	2	2	2	3
OMENCOFM_02901	CP014530.1	165387	166133	-	747	0	2	0	0	0	0
OMENCOFM_02902	CP014530.1	166151	166618	-	468	0	0	0	0	0	0
OMENCOFM_02903	CP014530.1	166618	167028	-	411	1	0	0	0	0	2
OMENCOFM_02904	CP014530.1	167039	168052	-	1014	2	2	2	6	4	2
OMENCOFM_02905	CP014530.1	168269	169003	+	735	0	8	2	0	4	6
OMENCOFM_02906	CP014530.1	168987	169685	+	699	2	6	4	8	1	4
OMENCOFM_02907	CP014530.1	170375	170530	+	156	6	0	2	2	0	0
OMENCOFM_02908	CP014530.1	170597	171055	+	459	23	42	31	5	2	8
OMENCOFM_02909	CP014530.1	171078	171905	-	828	16	14	16	8	12	8
OMENCOFM_02910	CP014530.1	172804	173436	-	633	6	4	2	0	4	3
OMENCOFM_02911	CP014530.1	173449	176172	-	2724	12	6	4	10	14	4
OMENCOFM_02912	CP014530.1	176288	177253	-	966	8	8	8	0	8	8
OMENCOFM_02913	CP014530.1	177307	178119	-	813	20	13	12	0	10	2
OMENCOFM_02914	CP014530.1	178133	178906	-	774	14	23	31	5	7	4
OMENCOFM_02915	CP014530.1	178920	179390	-	471	13	5	23	0	0	0
OMENCOFM_02916	CP014530.1	179387	179803	-	417	5	14	25	2	0	2
OMENCOFM_02917	CP014530.1	180146	180970	+	825	2	4	2	2	2	0
OMENCOFM_02918	CP014530.1	181320	182468	-	1149	11	13	6	6	12	8
OMENCOFM_02919	CP014530.1	182485	182889	-	405	0	4	2	6	11	3
OMENCOFM_02920	CP014530.1	183256	184680	+	1425	8	3	6	5	6	10
OMENCOFM_02921	CP014530.1	184680	185285	+	606	0	0	3	2	0	3
OMENCOFM_02922	CP014530.1	185308	185628	-	321	17	31	21	4	7	2
OMENCOFM_02923	CP014530.1	185628	185987	-	360	11	32	23	12	3	6
OMENCOFM_02924	CP014530.1	186185	187612	-	1428	20	16	12	4	7	6
OMENCOFM_02925	CP014530.1	187757	188305	-	549	17	27	12	40	30	17
OMENCOFM_02926	CP014530.1	188306	189163	-	858	39	29	33	44	28	16
OMENCOFM_02927	CP014530.1	189449	189736	-	288	7	23	8	4	6	5
OMENCOFM_02928	CP014530.1	189726	190055	-	330	43	48	29	2	11	15
OMENCOFM_02929	CP014530.1	190228	190908	-	681	35	50	37	2	12	10
OMENCOFM_02930	CP014530.1	191421	191738	-	318	44	62	68	24	25	29
OMENCOFM_02931	CP014530.1	191739	191993	-	255	73	72	65	25	25	18
OMENCOFM_02932	CP014530.1	193088	193351	+	264	0	0	2	0	0	0
OMENCOFM_02933	CP014530.1	193472	194395	+	924	0	2	0	2	2	2
OMENCOFM_02934	CP014530.1	194509	195804	+	1296	0	2	2	8	10	6
OMENCOFM_02935	CP014530.1	195949	197244	+	1296	0	4	2	5	4	2
OMENCOFM_02936	CP014530.1	197389	198684	+	1296	6	4	4	6	6	10
OMENCOFM_02937	CP014530.1	200178	201218	+	1041	14	12	10	25	38	32
OMENCOFM_02938	CP014530.1	202043	202375	+	333	9	10	2	0	6	0
OMENCOFM_02939	CP014530.1	202994	203149	+	156	7	11	2	5	2	0
OMENCOFM_02940	CP014530.1	203354	203476	+	123	0	2	2	0	2	1
OMENCOFM_02941	CP014530.1	203502	203741	+	240	4	4	6	2	4	0
OMENCOFM_02942	CP014530.1	204172	204861	+	690	8	8	8	2	2	4
OMENCOFM_02943	CP014530.1	204956	206029	+	1074	2	4	10	8	8	6
OMENCOFM_02944	CP014530.1	206107	206781	+	675	8	4	2	6	0	0
OMENCOFM_02945	CP014530.1	206834	208810	+	1977	49	42	29	8	16	8
OMENCOFM_02946	CP014530.1	208825	209577	+	753	16	16	23	12	4	2
OMENCOFM_02947	CP014530.1	209593	210348	+	756	21	26	17	4	2	0
OMENCOFM_02948	CP014530.1	210361	210621	+	261	7	6	3	4	0	0
OMENCOFM_02949	CP014530.1	210618	212708	+	2091	30	30	26	4	6	10
OMENCOFM_02950	CP014530.1	212765	213199	+	435	6	2	8	0	0	0
OMENCOFM_02951	CP014530.1	213196	213438	+	243	0	1	2	0	2	0
OMENCOFM_02952	CP014530.1	213456	213758	+	303	5	1	6	0	0	0
OMENCOFM_02953	CP014530.1	213828	215891	+	2064	18	6	20	12	4	7
OMENCOFM_02954	CP014530.1	215891	217720	+	1830	8	19	16	6	7	8
OMENCOFM_02955	CP014530.1	218433	220331	+	1899	40	48	60	13	23	20
OMENCOFM_02956	CP014530.1	220457	221248	+	792	3	2	6	2	4	2
OMENCOFM_02957	CP014530.1	221245	222753	+	1509	2	6	7	12	1	7
OMENCOFM_02958	CP014530.1	222985	223611	+	627	0	4	2	4	4	2
OMENCOFM_02959	CP014531.1	32	124	-	93	0	0	0	0	0	0
OMENCOFM_02960	CP014531.1	124	741	-	618	10	22	15	12	14	8
OMENCOFM_02961	CP014531.1	755	925	-	171	1	3	1	4	4	0
OMENCOFM_02962	CP014531.1	1273	2763	-	1491	2	6	2	12	4	12
OMENCOFM_02963	CP014531.1	2806	3105	-	300	0	0	0	0	2	0
OMENCOFM_02964	CP014531.1	3471	3755	-	285	224	326	244	94	114	68
OMENCOFM_02965	CP014531.1	4295	4693	-	399	5	9	19	10	5	12
OMENCOFM_02966	CP014531.1	4755	5435	+	681	60	70	59	21	13	21
OMENCOFM_02967	CP014531.1	5705	6313	-	609	98	121	99	55	49	32
OMENCOFM_02968	CP014531.1	6319	7350	-	1032	125	130	118	56	39	52
OMENCOFM_02969	CP014531.1	7343	8311	-	969	151	185	151	56	32	64
OMENCOFM_02970	CP014531.1	8526	9668	-	1143	28	65	56	24	22	24
OMENCOFM_02971	CP014531.1	9658	10353	-	696	19	18	21	16	9	12
OMENCOFM_02972	CP014531.1	10468	11148	-	681	51	57	64	13	7	15
OMENCOFM_02973	CP014531.1	11186	11482	-	297	27	25	34	17	41	30
OMENCOFM_02974	CP014531.1	11617	13110	-	1494	4	5	8	12	22	12
OMENCOFM_02975	CP014531.1	13722	14675	+	954	47	31	41	33	34	36
OMENCOFM_02976	CP014531.1	14647	14922	+	276	20	21	28	15	18	12
OMENCOFM_02977	CP014531.1	15163	15399	+	237	0	4	4	6	6	5
OMENCOFM_02978	CP014531.1	15433	16113	-	681	46	68	65	18	10	11
OMENCOFM_02979	CP014531.1	16175	16666	+	492	5	9	5	1	10	8
OMENCOFM_02980	CP014531.1	16663	17082	+	420	11	13	9	10	2	5
OMENCOFM_02981	CP014531.1	17091	17408	+	318	6	5	5	5	1	4
OMENCOFM_02982	CP014531.1	17412	17774	+	363	13	22	29	3	4	17
OMENCOFM_02983	CP014531.1	17996	19411	+	1416	16	18	25	25	15	15
OMENCOFM_02984	CP014531.1	19860	20384	+	525	7	9	12	13	12	10
OMENCOFM_02985	CP014531.1	20418	21098	-	681	45	60	46	8	10	8
OMENCOFM_02986	CP014531.1	21152	21745	-	594	7	6	4	8	10	14
OMENCOFM_02987	CP014531.1	22708	23025	-	318	7	6	11	3	2	7
OMENCOFM_02988	CP014531.1	23163	23843	-	681	60	74	49	3	8	19
OMENCOFM_02989	CP014531.1	23881	25251	-	1371	51	63	66	46	40	31
OMENCOFM_02990	CP014531.1	25376	25981	+	606	3	8	13	2	4	9
OMENCOFM_02991	CP014531.1	26026	26193	-	168	11	32	22	6	5	6
OMENCOFM_02992	CP014531.1	26227	26526	-	300	16	16	7	6	6	7
OMENCOFM_02993	CP014531.1	26567	27184	-	618	28	48	24	28	30	29
OMENCOFM_02994	CP014531.1	27509	27895	-	387	606	703	701	111	138	119
OMENCOFM_02995	CP014531.1	27984	30335	-	2352	2512	3309	2996	567	509	456
OMENCOFM_02996	CP014531.1	30460	30825	-	366	6	4	7	0	8	0
OMENCOFM_02997	CP014531.1	30788	31150	-	363	3	5	2	2	3	5
OMENCOFM_02998	CP014531.1	31164	31616	-	453	8	13	8	9	2	4
OMENCOFM_02999	CP014531.1	31747	32394	+	648	43	30	47	1	14	8
OMENCOFM_03000	CP014532.1	184	564	+	381	4	2	2	2	2	0
OMENCOFM_03001	CP014532.1	546	1460	+	915	53	67	45	45	53	40
OMENCOFM_03002	CP014532.1	1700	2389	+	690	27	38	24	20	24	25
OMENCOFM_03003	CP014532.1	3242	3979	+	738	4	25	7	17	18	3
OMENCOFM_03004	CP014532.1	4007	4546	+	540	33	10	16	26	44	26
OMENCOFM_03005	CP014532.1	4562	4732	+	171	2	1	1	7	8	7
OMENCOFM_03006	CP014532.1	5044	5505	-	462	10	22	6	8	8	9
OMENCOFM_03007	CP014532.1	5637	6011	+	375	20	22	14	31	15	18
OMENCOFM_03008	CP014532.1	5956	6714	+	759	0	0	0	2	2	6
OMENCOFM_03009	CP014532.1	7151	8191	+	1041	2	6	2	0	6	10
OMENCOFM_03010	CP014532.1	8188	8790	+	603	6	4	4	6	6	6
OMENCOFM_03011	CP014532.1	8920	9066	+	147	4	2	2	0	0	2
OMENCOFM_03012	CP014533.1	524	1564	+	1041	16	29	17	37	49	31
OMENCOFM_03013	CP014533.1	1892	2542	-	651	35	66	48	18	10	10
OMENCOFM_03014	CP014533.1	2604	3299	+	696	0	4	6	6	3	5
OMENCOFM_03015	CP014533.1	3464	3664	+	201	0	0	0	0	0	0
OMENCOFM_03016	CP014533.1	3680	3859	+	180	0	2	2	6	1	0
OMENCOFM_03017	CP014533.1	3990	4259	+	270	61	67	40	7	14	13
OMENCOFM_03018	CP014533.1	4252	4509	+	258	71	84	74	3	15	8
OMENCOFM_03019	CP014533.1	4968	5972	+	1005	13	13	26	19	2	6
OMENCOFM_03020	CP014533.1	6137	6751	-	615	0	2	0	0	0	4
OMENCOFM_03021	CP014533.1	7201	8097	+	897	8	9	8	14	11	0
OMENCOFM_03022	CP014533.1	8082	8525	+	444	0	2	0	6	4	1
OMENCOFM_03023	CP014533.1	8518	8763	+	246	2	7	4	6	4	7
OMENCOFM_03024	CP014533.1	8863	9042	+	180	0	2	0	1	1	3
OMENCOFM_03025	CP014533.1	9179	9469	+	291	0	0	2	0	0	0
OMENCOFM_03026	CP014533.1	9837	10625	+	789	21	20	32	8	9	6
OMENCOFM_03027	CP014533.1	10612	10938	+	327	27	34	40	12	8	12
OMENCOFM_03028	CP014533.1	11287	11493	+	207	0	0	0	2	0	4
OMENCOFM_03029	CP014533.1	12712	12918	-	207	0	0	0	0	0	0
OMENCOFM_03030	CP014533.1	12945	13139	-	195	0	2	1	0	0	0
OMENCOFM_03031	CP014533.1	13296	13709	+	414	0	0	0	0	4	2
OMENCOFM_03032	CP014533.1	13687	14016	+	330	3	0	0	0	0	2
OMENCOFM_03033	CP014533.1	14059	14259	+	201	2	0	0	0	0	0
OMENCOFM_03034	CP014533.1	14275	14478	+	204	0	0	0	0	0	0
OMENCOFM_03035	CP014533.1	14582	14851	+	270	43	46	44	4	4	16
OMENCOFM_03036	CP014533.1	14844	15101	+	258	75	82	87	15	14	8
OMENCOFM_03037	CP014533.1	15560	15676	+	117	0	0	0	0	0	0
OMENCOFM_03038	CP014533.1	15688	16032	+	345	1	6	4	0	0	2
OMENCOFM_03039	CP014533.1	16331	16564	+	234	7	16	10	0	0	1
OMENCOFM_03040	CP014533.1	16693	17157	-	465	1	2	3	1	0	0
OMENCOFM_03041	CP014534.1	1467	3290	+	1824	6	0	4	0	0	6
OMENCOFM_03042	CP014534.1	3351	4811	+	1461	0	0	2	4	4	6
OMENCOFM_03043	CP014534.1	4822	7026	+	2205	0	0	2	0	2	2
OMENCOFM_03044	CP014534.1	7042	7191	+	150	0	0	0	0	0	0
OMENCOFM_03045	CP014534.1	7265	7858	+	594	0	2	2	8	4	2
OMENCOFM_03046	CP014534.1	7874	8773	+	900	6	10	8	13	10	14
OMENCOFM_03047	CP014534.1	8776	9261	+	486	2	8	10	11	10	6
OMENCOFM_03048	CP014534.1	9627	9887	+	261	10	22	17	2	8	8
OMENCOFM_03049	CP014534.1	10328	10534	+	207	0	0	0	1	0	0
OMENCOFM_03050	CP014534.1	10534	10785	+	252	2	2	1	0	0	0
OMENCOFM_03051	CP014534.1	10800	11237	+	438	0	0	1	0	2	0
OMENCOFM_03052	CP014534.1	11230	11937	+	708	2	2	2	2	0	2
OMENCOFM_03053	CP014534.1	12102	12302	+	201	9	15	12	6	6	3
OMENCOFM_03054	CP014534.1	12318	12497	+	180	1	2	0	0	0	3
OMENCOFM_03055	CP014534.1	12535	12684	-	150	0	0	1	2	2	5
OMENCOFM_03056	CP014534.1	12838	13101	+	264	169	247	182	66	41	55
OMENCOFM_03057	CP014534.1	13095	13445	+	351	131	193	140	21	31	24
OMENCOFM_03058	CP014534.1	13469	14083	-	615	0	4	8	10	5	0
OMENCOFM_03059	CP014534.1	14533	15858	+	1326	8	24	34	14	12	9
OMENCOFM_03060	CP014534.1	15851	16201	+	351	5	7	4	14	8	7
OMENCOFM_03061	CP014534.1	16198	16302	+	105	0	0	0	0	0	0
OMENCOFM_03062	CP014534.1	16417	16710	+	294	0	2	4	2	0	8
OMENCOFM_03063	CP014534.1	17030	17872	+	843	4	2	6	8	7	4
OMENCOFM_03064	CP014534.1	17875	18429	+	555	6	4	12	8	11	14
OMENCOFM_03065	CP014534.1	19077	20162	+	1086	22	27	36	41	54	32
OMENCOFM_03066	CP014534.1	20997	21329	+	333	2	0	0	0	0	0
OMENCOFM_03067	CP014534.1	21920	22249	+	330	0	0	0	0	2	0
OMENCOFM_03068	CP014534.1	22236	22577	+	342	2	0	2	0	0	1
OMENCOFM_03069	CP014534.1	22691	22930	+	240	0	0	0	0	0	1
OMENCOFM_03070	CP014534.1	22997	23236	+	240	0	0	0	0	0	0
OMENCOFM_03071	CP014534.1	23322	23993	+	672	0	2	2	0	4	0
OMENCOFM_03072	CP014534.1	24046	26022	+	1977	10	4	15	12	10	16
OMENCOFM_03073	CP014534.1	26035	26790	+	756	2	0	0	0	2	0
OMENCOFM_03074	CP014534.1	26787	27611	+	825	2	2	0	4	2	8
OMENCOFM_03075	CP014534.1	27621	27869	+	249	0	0	0	0	2	4
OMENCOFM_03076	CP014534.1	27913	30012	+	2100	4	6	12	10	10	13
OMENCOFM_03077	CP014534.1	30050	32116	-	2067	140	132	126	58	46	54
OMENCOFM_03078	CP014534.1	32256	32462	-	207	4	12	22	13	14	4
OMENCOFM_03079	CP014534.1	32650	33117	+	468	10	25	27	53	26	44
OMENCOFM_03080	CP014534.1	33114	33356	+	243	0	2	2	2	0	0
OMENCOFM_03081	CP014534.1	33374	33676	+	303	0	0	0	2	2	0
OMENCOFM_03082	CP014534.1	33747	35801	+	2055	4	4	10	16	0	12
OMENCOFM_03083	CP014534.1	35801	37633	+	1833	1	3	6	9	2	8
OMENCOFM_03084	CP014534.1	38346	40244	+	1899	40	41	41	41	19	14
OMENCOFM_03085	CP014534.1	40370	41161	+	792	2	4	0	2	2	2
OMENCOFM_03086	CP014534.1	41158	43530	+	2373	10	12	14	20	11	14
OMENCOFM_03087	CP014534.1	43582	43914	+	333	0	0	0	0	2	1
OMENCOFM_03088	CP014534.1	43915	44508	+	594	0	2	3	5	0	3
OMENCOFM_03089	CP014534.1	44525	44677	+	153	1	0	0	0	0	0
OMENCOFM_03090	CP014534.1	44671	45972	+	1302	2	4	8	4	4	2
OMENCOFM_03091	CP014534.1	46035	46535	+	501	2	0	8	0	0	0
OMENCOFM_03092	CP014534.1	46556	46693	+	138	0	1	0	0	0	0
OMENCOFM_03093	CP014534.1	46693	47214	+	522	0	2	2	2	0	0
OMENCOFM_03094	CP014534.1	47208	47681	+	474	0	0	0	0	0	0
OMENCOFM_03095	CP014534.1	47678	47896	+	219	0	2	0	0	0	0
OMENCOFM_03096	CP014534.1	47912	48556	+	645	6	0	0	2	0	1
OMENCOFM_03097	CP014534.1	48567	48791	+	225	0	0	0	1	0	0
